title,release.name,artist.name,terms,year
Canon In D Major (J. Pachelbel),Babies Go To Sleep,Mariano Yanani,lullaby,0
Friends Of All Races,Comedy Ping-Pong,Rocky Whatule,stand-up comedy,0
non-existent track (part one: "why don't you fuckin' remember anything ?"),Brain Patch Error,Aphasia,gabba,2001
Love Shines Through  (Dream Album Version),Dream,Michelle Tumes,ccm,0
Suck My Blood,Engram,Beherit,illbient,2009
Jane 5,Back In Business,EPMD,hip hop,1997
White Jetta,Vs. Children,Casiotone For The Painfully Alone,trip hop,2009
Need To Shout,In Case We Die,Architecture In Helsinki,twee pop,2005
Fall Line,Talk Of The Town,Jack Johnson and Friends / Matt Costa,rock,2003
Sista,City High,City High,hip hop,2001
Own Me,THE FREQUENCY,The Frequency,chill-out,2004
Someday (I Will Understand),Someday (I Will Understand),Britney Spears,dance pop,2005
Me vuelves loco,No dejes de bailar,Caballo Dorado,chanson,0
Morghe Eshgh,Paeez - Persian Music,Mohammad Nouri,patriotic,0
Don't It (make Your Troubles Seem Small) (Album Version),Made To Be Broken,Soul Asylum,hard rock,1986
Das ist mein Viertel,Hart(z) IV,Eko Fresh feat. Capkekz,pop rap,0
The Other Side Of That Hill,He Kept On Loving Me,Barbara Fairchild,country gospel,0
Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Keep An Eye On The Sky,Big Star,power pop,0
Elementro,From Lust To Dust,TEN MADISON,downtempo,2003
Kangaroo Blues,Moon's Tune,Moon Mullican,western swing,0
Tem Do de Mim (Live At El Matador_ San Francisco),In Person At El Matador,Sergio Mendes,samba,0
Arise_ My Love (Song Of Solomon),The Way Of Wisdom,Michael Card,ccm,0
Salvation,Graveyard Mountain Home,Chroma Key,trip hop,2004
In Fate's Hands (Album Version),Don't You Fake It,The Red Jumpsuit Apparatus,screamo,2006
Shame,Anna Abreu,Anna Abreu,shock rock,2007
Listen,The Trials Of Job,Mykill Miers,hip hop,0
Till There Was You (John Creamer & Stephane K Remix),Till There Was You,Rachael Starr,progressive house,2005
Two Guitars Shuffle (take 1),Sweet Home Chicago (Paris 1975) (Blues Reference),Lonnie Brooks,blues-rock,0
I Love No One But You,Lonesome Number One,Don Gibson,country rock,1991
What If I Forget The Champagne,East River Drive,Stanley Clarke,jazz funk,1998
A histA3ria do incAandio do jequitibA! de Carangola (Part 1),O Gigante Da Floresta,HA(c)lio Ziskind,banda,0
Meteor Of War (Album Version),Rancid,Rancid,ska punk,0
Nobody In Mind,Diggin' Deeper Volume 3,Joe Turner,hard rock,0
Your Love (Got a Hold of Me) instrumental,George Nooks Sings Dennis Brown,George Nooks,dancehall,0
Kaloobafak [I'm Confessin' (That I Love You)] (LP Version),Garden Of Joy,Jim Kweskin,ragtime,0
Wo You Jin Ri,Justin One Good Show Concert,Justin,future jazz,0
Run A Mile,Little Man,The Pineapple Thief,neo-progressive,2006
Cranford: Deborah's Vigil,DAVIS_ C.: Cranford (Davis),Carl Davis,chicago soul,0
Dragonfly,Venus Envy,Diesel Boy,pop rock,1998
4tx.31b,The Cube 1998,S.U.P,doom metal,1993
Oh No,Retired Boxer,Daniel Johnston,power pop,1984
32 Lines (Album Version),Timbre,Sophie B. Hawkins,ballad,1999
Levallois Monte Carlo,Le Cinema De Michel Audiard,Georges Parys,los angeles,0
Question Authority,Wild In the Streets,Circle Jerks,hardcore punk,1982
Loup Garou,Loup Garou,Deville_ Willy,blues-rock,1996
The Taking Of Angelique,House Of Dark Shadows and Night Of Dark Shadows,Dark Shadows,psychobilly,0
So Many Reasons,Tribute To Jake Hess,Jake Hess,southern gospel,2004
Anyone Who Had A Heart,Sounds Out Burt Bacharach,Cal Tjader,latin jazz,2003
Xin Bu Liao Qing,It's My Day,Fiona Sit,cantonese pop,0
Fortunate Fool,Brushfire Fairytales,Jack Johnson,rock,2000
Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),Street Dreams,Fabolous,gangster rap,2003
I'll Be Glad,Gettin' My Groove Back,Elvin Bishop,blues-rock,2005
Wings Off Flies (2009 Digital Remaster),From Her To Eternity (2009 Digital Remaster),Nick Cave & The Bad Seeds,rock,0
Nothing Matters Anymore,The Fear Of God,Showbread,post-hardcore,2009
Working On The Highway,Born In The U.S.A.,Bruce Springsteen,heartland rock,1984
The Pig,Nervosa,Showbread,post-hardcore,2008
Gaya's Dream,Always,The Gathering,trip rock,0
Maracaia,Alegria Original,Timbalada,samba,2006
Chu Hsin,All i,B.A.D.,dance rock,0
Sommarens sista mAY=s,Minnen _ drAPmmar och lite till,Arne Weise,swedish,2002
Ya Basta,Tesoros De ColecciA3n,Jay PA(c)rez,tejano,0
DEU470956112,Country Style U.S.A. with Ferlin Husky_ Wilburn Brothers_ Benny Martin_ Marty Robbins,Marty Robbins,country rock,0
Wang Wang Blues,Hank Penny: Crazy Rhythm: The Standard Transcriptions,Hank Penny,western swing,0
Radio Jay,Gift Grub: The Best Of 2004,Mario Rosenstock,irish,0
There Are More Questions Than Answers,I Can See Clearly Now,Johnny Nash,reggae,1972
Suba,Miles To Miles,Jason Miles,jazz fusion,0
Lebaran,Semoga Jalan Dilapangkan Tuhan,Bimbo,reggaeton,0
Siri,African Classics,Samba Mapangala and Orchestra Virunga,soukous,0
Trois NoA<<ls quA(c)bA"cois (trad): Gabriel,La bonne cuisine,Catherine King/Matthew Schwinghammer/The American Boychoir,j pop,0
Cell (Album),Every Grave is a Garden,Falling Into Place,progressive rock,0
Love Is All Around,Picture This,Wet Wet Wet,blue-eyed soul,1994
Through the Looking Glass (jazz),Soul Express,Chris Standring,smooth jazz,2006
General Chariot Corp. (LP Version),The Button-Down Mind On TV,Bob Newhart,comedy,0
OrmhA$?xan,Ur Jordens Djup,Finntroll,heavy metal,2007
She Don't Move Me No More,The Road from Itta Bena,BB King,blues-rock,1995
Wish (Album Version),Beautiful Creatures,Beautiful Creatures,alternative metal,2001
Markus sAY=ng,B-sidor 95 - 00,Kent,post-grunge,0
Alma Mater,Wolfheart (re-issue + Bonus Tracks),Moonspell,sympho black metal,1995
Beauty And The Beast,Angels Fall First,Nightwish,sympho black metal,1997
Police Story,Everything Went Black,Black Flag,hardcore punk,1981
Knock Knock,Nothing's Changed [Original Recording Remastered],Joe Lynn Turner,hard rock,0
The Lonesome Boatman,The Fureys Finest,The Fureys,irish folk,0
Never Alone,Love Alive II,Walter Hawkins,soul jazz,1978
Washes Over Me,Private Beach Club - By Afterlife,Wamdue Project,deep house,0
Junior Crehan's Favourite - Corney Is Coming,Planxty,Planxty,folk rock,1973
Dope Nose,Maladroit,Weezer,pop rock,2002
Bob Your Head,Original Album Classics,RUN-DMC,hip hop,1990
Love Lifted Me,That Good Old Gospel Music_ Volume 2,Eddy Raven,zydeco,0
It Could All Get Blown Away,Legacy:Volume One,The Jeff Healey Band,blues-rock,1992
Make it up,Tsahai Riddim (aka Receive),Anthony Cruz,lovers rock,2005
Le Roi A Fait Battre Tambour,Heritage - Maintenant Que La Jeunesse... - BAM (1968-1971),Jacques Douai,chanson,0
Luo Cuo Che,Sammi Vs Sammi 04 Concert CD,Sammi Cheng,cantonese pop,0
Jag Vet En Dejlig Rosa,Guitaropa,Thomas Battenstein,guitar,0
Hannikaisen baari,Hotelli Hannikainen,Hector,hard house,0
Sloppy (I Saw My Baby Gettin'),Q: Are We Not Men?  A: We Are Devo / Devo Live,Devo,rock,1978
Reminissin',The Sound of Dubstep,Geiom Feat. Marita,dubstep,0
Caseta del Plater,Brossa D'ahir,Pep Laguarda & Tapineria,spanish,0
Cajun Honey (Cajun Lovin' Style),Voices Of Americana: Rod Bernard,Rod Bernard,swamp pop,0
Play The Part,Broken Frames,Eyes Set to Kill,happy hardcore,2010
Many Are We,Armada,Keep Of Kalessin,black metal,2006
2 People,2 People,Ann Lee,europop,0
Fading Lady Light,Original Album Classics,Jefferson Starship,hard rock,0
The Croppy Boy,Live From Ellis Island,The Irish Tenors,irish folk,2001
It's Good To Know Jesus,God Gets The Glory,Mississippi Mass Choir,gospel,2003
South Bound Water,Lonnie Johnson Vol. 2  (1926 - 1927),Lonnie Johnson,jazz blues,0
Tripping Billies,Live At Red Rocks 8.15.95,DAVE MATTHEWS BAND,jam band,1993
Valerie,ESSENTIAL 08,Amy Winehouse,vocal jazz,2007
O For a Thousand Tongues,Acapella Project Vol. 1,Glad,ccm,0
The Very Conscious,The Massacre of the Egos,The Antripodean Collective,patriotic,0
November Has Come,Demon Days,Gorillaz,hip hop,2005
Things You Do To Me,Live Wide Open,Martin Sexton,blue-eyed soul,2000
It Ain't What It Seems,Putting It Straight,Pat Travers,blues-rock,0
Given Up (Album Version),Minutes To Midnight,Linkin Park,rap metal,2007
Back A Yard,His Majesty Is Coming,The In Crowd,freakbeat,1979
1er Gaou,Ivoir' Compil_ Vol. 4,Magic Systeme,soukous,0
I'mma Break It Down,Eazy Duz It,Eazy-E,gangster rap,1988
Ja Nun Hons Pris,Frantic,Bryan Ferry,glam rock,2002
Je suis le passeur du printemps,The Greatest Hits from 40's and 50's_ Vol. 8,Jean LumiA"re,chanson,0
Chumpman Blues,Terraplane,Scott Ainslie,blues,0
Bull Dog,The Very Best Of The Shangri-Las,The Shangri-Las,doo-wop,1964
My M.B. Thang,Jack'd Volume 1,Tyree,hip house,0
Como Nuestro Amor No Hay Dos,Amores DifAciles,Cabas,vallenato,2008
Russian Doll,Moog,Flink,alternative rock,0
I Can't Believe That You're In Love With Me (Digitally Remastered 95),Ultra-Lounge / Mambo Fever  Volume Two,The John Buzon Trio,easy listening,0
Come Live With Me (12'' Extended Version) (2006 Digital Remaster),The Luxury Gap,Heaven 17,new romantic,1983
Big Legged Woman,I Got To Find Me A Woman,Robert Lockwood_ Jr.,delta blues,1998
ForrA3 Praieiro,Sivuca - Enfim Solo,Sivuca,brazilian jazz,0
Pick Me Up On Your Way Down - Original,Charlie Walker's ''T'' For Texas,Charlie Walker,honky tonk,0
Schauet Her!,Die Letzte Rache (+Bonus),Der Plan,experimental rock,1983
Shenandoah,Flowers On The Wall:  The Essential Statler Brothers 1964-1969,The Statler Brothers,country gospel,1967
Ich bleib so wie ich bin,Ekaveli,Eko Fresh feat. Ado,pop rap,2007
Beloki,Selected Recordings,Peloton,deep house,0
Brightess night,Brightess night,Wilks,hip hop,0
Dunn's Revenge,Most Wanted,Paul Buckmaster,soundtrack,0
My Own Way,L'apparenza,Evolution,progressive house,0
Y.O.U. (Album Version),Party Heard Around The World,Lonestar,country,0
The Interrogation,Most Wanted,Paul Buckmaster,soundtrack,0
It's Four In The Morning,30 Of His Best,Faron Young,honky tonk,1986
Joy to the World,Christmas To Elvis from The Jordanaires,The Jordanaires & Orion,country gospel,0
Cuatro Estrofas,Creciendo,Sandra Mihanovich,los angeles,1994
Le Chat du CafA(c) des Artistes,IRM,Charlotte Gainsbourg,pop,2009
Background Music: The Greatest Ever Punk Sing-Along! (Live),Live In 1978 At The Festival Suite_ Birmingham Co-op,The Prefects,rock,0
Song Without End,Words Touch,Paul Avgerinos,chill-out,2004
Show Me (Acoustic Version),The Acoustic Session,Seal,dance pop,0
6TH Avenue Nightmare,The Fuse,Pennywise,melodic hardcore,2005
Give It Up Or Let Me Go,Wide Open Spaces,Dixie Chicks,bluegrass,1998
Climax (Instrumental Mix),Fantastic Vol. 2.10,Slum Village,hip hop,0
BOMB SQUAD,Channel U,Bomb Squad,funk rock,0
Supermassive Black Hole (Album Version),Supermassive Black Hole,Muse,art rock,0
Theme From the Victors,Windsor Strings,Frank Chacksfield,orchestra,0
Na Primeira ManhAPS,Ao Vivo Em Todos Os Sentidos,Alceu ValenASSa,brazilian pop music,1997
O.T. (Skit),Purple Haze,Cam'Ron,hip hop,2004
Wildflower,Have A Nice Day,Bon Jovi,rock,2005
Change Your Mind,KMD And The Rave,KMD,grime,0
Wartime Blues,King Of The Country Blues,Blind Lemon Jefferson,country blues,1927
Only You,Songs For You,Nana Mouskouri,chanson,1997
La Fruta Bomba,Fruko Power Salsa,Fruko Y Sus Tesos,salsa,2000
Dolores,Classic Years of The Merry Macs,The Merry Macs,big band,0
World Destruction (2005 Digital Remaster),The Best Of British,Time Zone,alternative dance,0
Alma De Metal,El Cazador,Bobby Pulido,tejano,1999
Beautiful Lies,No Control,Eddie,frevo,0
Danny's All-Star Joint (LP Version),Rickie Lee Jones,Rickie Lee Jones,folk rock,1979
From the Gardner Meditations: African Tarantella,African Tarantella,Stefon Harris,hard bop,2006
Werther - Lyric Drama in four Acts/Act III/Toute mon AC/me est lA ,Massenet: Werther,RamA3n Vargas;Vesselina Kasarova;Vladimir Jurowski,opera,0
Miesten tA$?hden,20 suosikkia / ToiveiskelmiA$? 3 / Virran viemA$?A$?,Rauni Pekkala,finish,1994
Song For Paul,Alex Gopher (Versailles Special Edition),Alex Gopher,deep house,2007
Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version),The Day After,Twista,gangster rap,2005
Thrill Me,Stars [Expanded],Simply Red,pop rock,1991
Covered (The Beauty Of Simplicity Album Version),The Beauty of Simplicity,Telecast,modern rock,0
Charly (Trip Into Drum And Bass Version) (Remastered),Experience: Expanded (Remastered),The Prodigy,hardcore techno,0
I'd Rather Have Jesus,The Gospel Spirit,Loretta Lynn,honky tonk,1965
Toby,Nothing Lasts For Ever,The Chi Lites,disco,1974
Yearning Just For You,For The Last Time,Bob Wills,western swing,0
CanciA3n De TAteres,Todos Cantamos Con Maria Elena,MarAa Elena Walsh,lullaby,0
Don't Know How To Be,Empty,God Lives Underwater,industrial metal,1995
Merry-Go-Runaround,Thanks For The Memory,Bob Hope,jump blues,2003
Sincerely,Don & Juan,Don & Juan,doo-wop,0
Althea Cooley,Extreme Channel Surfing,Mack and Jamie,stand-up comedy,0
I'm Back,The Marshall Mathers LP,Eminem,hip hop,2000
ONE WAY LOVE,Goku Tama Rock Cafe,An Cafe,dance rock,0
Devil's Daughter,Soldier Of Fortune,Eric Burdon,blues-rock,1988
Tabernacle Song,It's Great To Be Alive,Fake Problems,folk punk,2009
Anfang Vom Ende,Wurzeln & FlA1/4gel,Pyranja,pop rap,2003
Forgive Me (High Key-Premiere Performance Plus),Forgive Me (Premiere Performance Plus Track),Steve Green,ccm,0
I'll Pray For You,Absolutely Positively Live,The Perrys,christian music,0
El Mar No Cesa (Live),Senda '91,HA(c)roes del Silencio,hard rock,1991
I'm Gonna Take My Time,I Love Being Single,Anthony Watson,lovers rock,0
Amaze,Pleasure Island 2001,Jimmy Riley,roots reggae,0
2 Fists Full Of Nothing,Cruising For A Bruising,Bruisers,oi,0
(You're) Timeless To Me ("Hairspray"),Hairspray,John Travolta / Christopher Walken,soundtrack,0
In My Heart,Words Touch,Paul Avgerinos,chill-out,2004
Collides With Beauty,No Silence,ATB,progressive house,2004
Cien Anos,Mis Primeros Exitos - Selena 20 Years Of Music,Selena,tejano,0
Dig Up Her Bones,American Psycho,The Misfits,horror punk,1997
A Little Of You,Revenge,Eurythmics,dance rock,1986
Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,Ogdens' Nut Gone Flake,Small Faces,rock 'n roll,1968
One Year_ Six Months,Ocean Avenue,Yellowcard,rock,2003
Song For Stephin Merritt,The Rail Train_ The Meadow_ The Freeway & The Shadows,Kira,eurodance,0
Cai dentro,Diz que fui por aA,Gabriel Grossi,choro,0
My Funny Valentine,Three Great Concerts - Live In Hamburg 1993-1995,Jeanie Lambe & The Danny Moss Quartet,hip hop,1996
Mis calles de arena,Espera a la Primavera,FabiA!n,brill building pop,0
Kathleen's Song / Ray Lynch,Deep Breakfast,Ray Lynch,space music,1984
Trows Kind,The Winter Wake,Elvenking,folk metal,2006
Change Clothes,R&B Love Collection Summer 2009,Jay-Z,gangster rap,2003
Ascendant,Kolossus,Keep Of Kalessin,black metal,2008
Smith & Wesson,Bumps & Grinds,Frenchy,rockabilly,0
Bring Out Your Dead,Corona Borealis,Cadacross,folk metal,2002
Vietnamese Baby,Morrissey Presents The Return Of The New York Dolls - Live From Royal Festival Hall 2004,The New York Dolls,glam rock,1973
Angry Chair,Live,Alice In Chains,grunge,1992
Nadal De Luintra,Cantigas De Nadal,BerrogA1/4etto,gaita,2000
Que Ves Por Tu Ventana,Un Trozo de Mi,David Saylor,soul,0
Talking During Sex (LP Version),Live Talkin' Sh--,Martin Lawrence,hip hop,0
The Modern Rome Burning,The Bright Lights Of America,Anti-Flag,oi,2008
Spawn (Again),Freak Show/Neon Ballroom,Silverchair,post-grunge,0
Life is Love,Life is Love,NO-TONE ft.Inusa,power electronics,0
Prospection,Electronic experimental and microtonal 1953-1999,Henri Pousseur,serialism,0
Neglected,Turned Left But Don't Know If It Was Right,Marygold,pop rock,0
Chase The Light,Make A Star,Dope Stars Inc.,nu metal,2006
Intro. & Hello Young Lovers (Live) (2000 Digital Remaster),Live From Las Vegas,Bobby Darin,brill building pop,0
Good Texan,Family Style,The Vaughan Brothers,blues-rock,1990
Dontchaletmecatchya,Broken Land Bell,The Wiyos,blues,0
Soul of Ethiopia,Dr. Nos Ethiopium,Oh No,hip hop,2009
Louie Louie,Fuck You Eddie!,Eddie and the Subtitles,rockabilly,0
This Ain't A Love Song,These Days- Special Edition,Bon Jovi,rock,1995
A.C.A.B. (Bumper Sessions),Singles And Rarities,4 Skins,oi,0
Tenderly,Memories Of You,Eddie Calvert,cool jazz,0
Copacabana,Samba Nouvelle Vague,Sivuca,brazilian jazz,0
No Good In Goodbye,Waitin' In The Country,Jason Michael Carroll,country rock,2007
NOT IN LOVE,Chivalry,The Scare,art rock,0
Are You There (With Another Girl),Reach Out,Burt Bacharach,brill building pop,1967
The Stranger,The Missing,James Horner,rock,2003
NanAPS,Mario Telles,Mario Telles,samba,1962
Intro,Greatest Hits Live,The Chi-Lites,disco,0
Tappin' Out (LP Version),The Katies,The Katies,power pop,0
I Wanna Be Where You Are,Hello World - The Motown Solo Collection,Michael Jackson,motown,1972
Remember (Walkin' In the Sand),100 Love Evergreen,The Shangri-Las,doo-wop,1964
Dirty Ol' Town,Country 'n' Irish - 20 All Time Favourites,The Wicklows,irish folk,0
Night on William Street,Live in Australia,DJ Godfather,electro,0
Epilogue,Lepta,Arkona,black metal,0
Do Or Die,Cognito Presents That's My Mic,Coolio Da Unda Dogg,game,0
Hey Jamalo ((Def Mix)),Ragga Muffin Mix 1991,Bally Sagoo,bhangra,0
Someday,Mariah Carey Mtv Unplugged Ep,Mariah Carey,dance pop,1990
Earrings on the Table,Live,Walter Trout,blues-rock,1992
Imaginary Gangsters,Demolition Men Present: Block Tested Hood Approved,Big Rich featuring J. Stalin_ Aristotle,hyphy,0
Never After,Never After,Abbott & Chambers,progressive trance,0
PrA$?natalabhA$?rtung,Hardliner,Django AsA1/4l,german,2004
Today,Awake Alone,Electrostatic,big beat,0
Give It,Unsung: The Best Of Helmet 1991-1997,Helmet,rapcore,1992
Vem_ Vem,Canta Geraldo VandrA(c),Quinteto Violado,brazilian pop music,0
Radiation Blues,We Sing of Only Blood or Love,Dax Riggs,blues-rock,2007
Ai Hen Jian Dan,Motclub 903 Fa Yuan Di Du Le Le Edmond Leung Yin Yue Hui,Edmond Leung,cantonese pop,0
(We Don't Need This) Fascist Groove Thang (Rapino Club Mix),The Remix Collection,Heaven 17,new romantic,2009
Would You Like,Post Industrial Ceremony,Mr Lab!,chill-out,2008
Vibrators,Tall_ Dark & Chicano,George Lopez,california,2009
Quitxalla,Teta,Gertrudis,big beat,2003
Tant Que L'on S'aimera,C'est Aa,Charles Aznavour,dub,0
Tamborera No. 6,Gaiton NAdeg5,Gran Coquivacoa,gaita,0
Bad Girl,All The Good Times,Alice Stuart,electric blues,0
Das groAe Segel,Alles nur ein Traum,Rainer Bielfeldt,chanson,0
Help There's A Fire,Fervor / Lost & Found,Jason & The Scorchers,country rock,1983
Rock Guitar,Rock Guitar,Corderoy,hard trance,0
On Misty Pathways,King of the Distant Forest,Mithotyn,viking metal,1998
Take Your Chance,Best of,Twenty 4 Seven,happy hardcore,0
Dumb It Down (Live From Chicago),Superstar,Lupe Fiasco feat. GemStones and Graham Burris,hip hop,2007
Oh My People,One And One Is One,Joi,breakbeat,0
Altas Horas,Onda,Entre RAos,alternative dance,2005
Hold Me,Hold Me,DCX,hard trance,2008
Chivalry,Here I Stand (Deluxe Version),Usher featuring Jermaine Dupri,hip hop,0
Proud mary,Recollection/Live,Creedence Clearwater Revisited,country rock,1998
Serenade valse,Voyages,Marc Perrone,musette,0
Nothing In Rambling,Memphis Minnie Vol. 5 (1940-1941),Memphis Minnie,country blues,1995
Pac's Break,Rough Electro,Big Daddy Rick,ghetto tech,0
Affaire Mokuwa,Congo Life,Kekele,soukous,2005
Following You Around (Album Version),What Can I Say,Gail Davies,singer-songwriter,0
A Fiery Stride (Ltd. Edition Bonus),Wyrd,Elvenking,folk metal,2004
My God Will Always Be Enough,The Best Of Karen Peck And New River,Karen Peck And New River,country gospel,2000
Turn It Over (Album Version),Swan Feathers,Leslie Mendelson,folk-pop,2009
